C Number of self contact surfaces
    2   
C Crvene povrsine
 3846    3  5.0e+001
C Podaci
     11761     27845     27846     27654     27655         6
     11819     26534     26905     24787     24813         6
     11821     26905     26907     24042     24787         6
     11823     26907     26961     26984     24042         6
     11838     25468     26826     25513     25500         6
     11840     25438     25468     25500     25452         6
     11846     26827     24918     26860     25518         6
     11848     26826     26827     25518     25513         6
     11856     25437     25438     25452     25451         6
     11928     24963     24851     24871     24907         6
     11949     24958     24959     24930     24931         6
     12055     25386     26317     26440     25064         6
     12057     26317     26319     26439     26440         6
     12059     26319     26488     26463     26439         6
     12122     26275     26165     26235     26222         6
     12124     26154     26275     26222     26259         6
     12130     26166     26626     26337     26240         6
     12132     26165     26166     26240     26235         6
     12140     26153     26154     26259     26258         6
     12212     26611     26560     26373     26542         6
     12233     26661     26662     26505     26506         6
     12262     25141     26138     25186     25173         6
     12264     25341     25141     25173     25125         6
     12270     26139     25405     26093     25191         6
     12272     26138     26139     25191     25186         6
     12280     25340     25341     25125     25124         6
     12352     25311     25104     25358     25394         6
     12373     25306     25307     25417     25418         6
     12409     25708     25709     25761     25762         6
     12411     25709     25712     25760     25761         6
     12413     25712     25671     25789     25760         6
     12476     25012     25214     24993     25271         6
     12478     25203     25012     25271     25657         6
     12484     25215     25809     25539     25638         6
     12486     25214     25215     25638     24993         6
     12494     25115     25203     25657     25656         6
     12566     25905     25725     25575     25854         6
     12587     25944     25945     25688     25689         6
     12645     24249     27183     27237     24163         6
     12647     27183     27185     27236     27237         6
     12649     27185     27146     27260     27236         6
     12712     23892     23943     23881     24000         6
     12714     23932     23892     24000     27132         6
     12720     23944     27280     24140     27113         6
     12722     23943     23944     27113     23881         6
     12730     23927     23932     27132     27131         6
     12802     27357     27198     27055     27317         6
     12823     27379     27380     27163     27164         6
     12927     29589     29509     29516     29608         6
     12929     29592     29589     29608     29607         6
     12931     29415     29592     29607     29319         6
     12936     29420     29415     29319     29320         6
     12951     30136     30061     30068     30155         6
     12953     30139     30136     30155     30154         6
     12955     29967     30139     30154     29636         6
     12960     29972     29967     29636     29637         6
     12968     30032     30069     30120     30045         6
     12989     30008     30003     30027     30026         6
     13047     29624     29625     29643     29644         6
     13049     29625     29628     29669     29643         6
     13051     29628     29702     29682     29669         6
     13071     30532     30457     30464     30551         6
     13073     30535     30532     30551     30550         6
     13075     35686     30535     30550     30177         6
     13080     35688     35686     30177     30178         6
     13088     30423     30465     30516     30436         6
     13109     36213     35714     30418     30417         6
     13167     30165     30166     30184     30185         6
     13169     30166     30169     32760     30184         6
     13171     30169     32793     32773     32760         6
     13185     32176     32172     32239     32238         6
     13187     32178     32176     32238     32237         6
     13195     32189     32192     32243     32242         6
     13197     32175     32202     32241     32240         6
     13198     32202     32189     32242     32241         6
     13226     32022     32024     32144     32136         6
     13228     32024     32026     32143     32144         6
     13230     32026     32060     32086     32143         6
     13279     31931     31934     31991     31990         6
     13281     31935     31931     31990     31989         6
     13283     31937     31935     31989     31988         6
     13291     31948     31951     31994     31993         6
     13293     31934     31953     31992     31991         6
     13294     31953     31948     31993     31992         6
     13322     31714     31716     31904     31896         6
     13324     31716     31723     31903     31904         6
     13326     31723     31818     31846     31903         6
     13409     31189     31190     31220     31221         6
     13418     31086     31091     31010     31002         6
     13420     31091     31093     31009     31010         6
     13422     31093     30945     30962     31009         6
     13472     31125     31143     31109     31225         6
     13495     31617     31620     31677     31676         6
     13497     31621     31617     31676     31675         6
     13499     31623     31621     31675     31674         6
     13507     31634     31637     31680     31679         6
     13509     31620     31639     31678     31677         6
     13510     31639     31634     31679     31678         6
     13538     31127     31478     31590     31145         6
     13540     31478     31480     31589     31590         6
     13542     31480     31511     31537     31589         6
     13591     31387     31390     31447     31446         6
     13593     31391     31387     31446     31445         6
     13595     31393     31391     31445     31444         6
     13604     29475     29517     29573     29488         6
     13625     29453     29448     29470     29469         6
     13651     31404     31407     31450     31449         6
     13653     31390     31409     31448     31447         6
     13654     31409     31404     31449     31448         6
     13682     31244     31246     31360     31352         6
     13684     31246     31248     31359     31360         6
     13686     31248     31281     31307     31359         6
     13735     32172     32175     32240     32239         6
     13737     36962     36958     37017     37016         6
     13739     36964     36962     37016     37015         6
     13747     36975     36978     37021     37020         6
     13749     36961     36980     37019     37018         6
     13750     36980     36975     37020     37019         6
     13778     36809     36811     36931     36923         6
     13780     36811     36813     36930     36931         6
     13782     36813     36847     36873     36930         6
     13831     36698     36701     36778     36777         6
     13833     36702     36698     36777     36776         6
     13835     36704     36702     36776     36775         6
     13843     36718     36721     36781     36780         6
     13845     36701     36723     36779     36778         6
     13846     36723     36718     36780     36779         6
     13874     36284     36286     36406     36398         6
     13876     36286     36288     36405     36406         6
     13878     36288     36322     36348     36405         6
     13961     32539     32540     32570     32571         6
     13970     32421     32426     32345     32337         6
     13972     32426     32428     32344     32345         6
     13974     32428     32280     32297     32344         6
     14024     32475     32493     32459     32575         6
     14047     36185     36188     36250     36249         6
     14049     36189     36185     36249     36248         6
     14051     36191     36189     36248     36247         6
     14059     36202     36205     36253     36252         6
     14061     36188     36207     36251     36250         6
     14062     36207     36202     36252     36251         6
     14090     32477     35917     36059     32495         6
     14092     35917     35919     36058     36059         6
     14094     35919     35977     36006     36058         6
     14143     32743     32746     35857     35856         6
     14145     35717     32743     35856     35855         6
     14147     35719     35717     35855     35854         6
     14155     35730     35733     35886     35885         6
     14157     32746     35735     35884     35857         6
     14158     35735     35730     35885     35884         6
     14186     32594     32596     32708     32700         6
     14188     32596     32598     32707     32708         6
     14190     32598     32629     32655     32707         6
     14239     36958     36961     37018     37017         6
     14241     30308     30304     30363     30362         6
     14243     30310     30308     30362     30361         6
     14251     30321     30324     30367     30366         6
     14253     30307     30326     30365     30364         6
     14254     30326     30321     30366     30365         6
     14282     29910     29912     30272     30264         6
     14284     29912     29914     30271     30272         6
     14286     29914     29948     30214     30271         6
     14343     29307     29308     29326     29327         6
     14345     29308     29311     29352     29326         6
     14347     29311     29385     29365     29352         6
     14383     29813     29816     29879     29878         6
     14385     29817     29813     29878     29877         6
     14387     29819     29817     29877     29876         6
     14395     29830     29833     29882     29881         6
     14397     29816     29835     29880     29879         6
     14398     29835     29830     29881     29880         6
     14426     29811     35830     29777     29769         6
     14428     35830     35832     29776     29777         6
     14430     35832     35869     29719     29776         6
     14475     35252     35248     30737     30736         6
     14477     35254     35252     30736     30735         6
     14485     35265     35268     30741     30740         6
     14487     35251     35270     30739     30738         6
     14488     35270     35265     30740     30739         6
     14516     35246     37097     35212     30849         6
     14518     37097     37099     35211     35212         6
     14520     37099     35133     35159     35211         6
     14569     30304     30307     30364     30363         6
     14609     37051     37052     37073     37074         6
     14618     30302     30688     30614     30393         6
     14620     30688     30690     30613     30614         6
     14622     30690     30559     30576     30613         6
     14672     30768     30786     30752     37078         6
     14695     32194     32197     35783     35782         6
     14697     32198     32194     35782     35781         6
     14699     32200     32198     35781     35780         6
     14707     32443     32446     35786     35785         6
     14709     32197     32448     35784     35783         6
     14710     32448     32443     35785     35784         6
     14738     30770     30856     31794     30788         6
     14740     30856     30858     31793     31794         6
     14742     30858     30902     30928     31793         6
     14791     35248     35251     30738     30737         6
     14794     35371     35368     35305     35306         6
     14843     28152     28121     28095     28038         6
     14845     28154     28152     28038     28037         6
     14847     28003     28154     28037     28045         6
     14875     27979     27984     34782     34783         6
     14876     27998     27979     34783     34784         6
     14878     27984     27981     34781     34782         6
     14886     27995     27997     34786     34787         6
     14888     27997     28001     34785     34786         6
     14890     28001     27998     34784     34785         6
     14939     34673     34631     34605     33760         6
     14941     34675     34673     33760     33759         6
     14943     34677     34675     33759     33763         6
     14971     33104     33109     29101     29102         6
     14972     33348     33104     29102     29103         6
     14974     33109     33106     29100     29101         6
     14982     33345     33347     29105     29106         6
     14984     33347     33351     29104     29105         6
     14986     33351     33348     29103     29104         6
     15009     34756     34741     34770     28170         6
     15059     34830     34978     34961     34914         6
     15061     34832     34830     34914     34913         6
     15063     34837     34832     34913     34921         6
     15072     28201     28200     28175     28174         6
     15155     29047     29009     36506     36459         6
     15157     29049     29047     36459     36458         6
     15159     29051     29049     36458     36095         6
     15187     36162     36167     36122     36123         6
     15188     36208     36162     36123     36124         6
     15190     36167     36164     36121     36122         6
     15198     36178     36180     36126     36127         6
     15200     36180     36262     36125     36126         6
     15202     36262     36208     36124     36125         6
     15251     36086     35936     35450     35403         6
     15253     36088     36086     35403     35402         6
     15255     30444     36088     35402     30494         6
     15283     35349     35354     35303     35304         6
     15284     35368     35349     35304     35305         6
     15286     35354     35351     35302     35303         6
     15294     35365     35367     35307     35308         6
     15296     35367     35371     35306     35307         6
     15298     28307     28304     28241     28242         6
     15347     32974     32945     32919     32867         6
     15349     32976     32974     32867     32866         6
     15351     32827     32976     32866     28966         6
     15379     29157     29162     28996     28997         6
     15380     32817     29157     28997     29019         6
     15382     29162     29159     28995     28996         6
     15390     29177     29179     29021     29022         6
     15392     29179     32820     29020     29021         6
     15394     32820     32817     29019     29020         6
     15443     28955     28926     28900     28848         6
     15445     28957     28955     28848     28847         6
     15447     28959     28957     28847     28855         6
     15475     28789     28794     28739     28740         6
     15476     28808     28789     28740     28741         6
     15478     28794     28791     28738     28739         6
     15486     28805     28807     28743     28744         6
     15488     28807     28811     28742     28743         6
     15490     28811     28808     28741     28742         6
     15513     33079     33064     33093     32992         6
     15563     33121     33252     33235     33198         6
     15565     33123     33121     33198     33197         6
     15567     28309     33123     33197     28212         6
     15576     33019     33018     32997     32996         6
     15659     28703     28672     28646     28594         6
     15661     28705     28703     28594     28593         6
     15663     28559     28705     28593     28462         6
     15691     28535     28540     28489     28490         6
     15692     28554     28535     28490     28491         6
     15694     28540     28537     28488     28489         6
     15702     28551     28553     28493     28494         6
     15704     28553     28557     28492     28493         6
     15706     28557     28554     28491     28492         6
     15755     28451     28422     28396     28344         6
     15757     28453     28451     28344     28343         6
     15759     28455     28453     28343     28351         6
     15787     28285     28290     28239     28240         6
     15788     28304     28285     28240     28241         6
     15790     28290     28287     28238     28239         6
     15798     28301     28303     28243     28244         6
     15800     28303     28307     28242     28243         6
     15802     33373     33370     33299     33300         6
     15851     34325     34294     34268     34216         6
     15853     34327     34325     34216     34215         6
     15855     34181     34327     34215     34084         6
     15883     34157     34162     34111     34112         6
     15884     34176     34157     34112     34113         6
     15886     34162     34159     34110     34111         6
     15894     34173     34175     34115     34116         6
     15896     34175     34179     34114     34115         6
     15898     34179     34176     34113     34114         6
     15947     34073     34044     34018     33966         6
     15949     34075     34073     33966     33965         6
     15951     34077     34075     33965     33973         6
     15979     33907     33912     33861     33862         6
     15980     33926     33907     33862     33863         6
     15982     33912     33909     33860     33861         6
     15990     33923     33925     33865     33866         6
     15992     33925     33929     33864     33865         6
     15994     33929     33926     33863     33864         6
     16017     34430     34415     34444     34343         6
     16067     34457     34588     34571     34534         6
     16069     34459     34457     34534     34533         6
     16071     33375     34459     34533     33270         6
     16080     34370     34369     34348     34347         6
     16163     33814     33729     33698     33651         6
     16165     33821     33814     33651     33650         6
     16167     33616     33821     33650     33519         6
     16195     33592     33597     33546     33547         6
     16196     33611     33592     33547     33548         6
     16198     33597     33594     33545     33546         6
     16206     33608     33610     33550     33551         6
     16208     33610     33614     33549     33550         6
     16210     33614     33611     33548     33549         6
     16259     33510     33484     33458     33411         6
     16261     33512     33510     33411     33410         6
     16263     29496     33512     33410     29551         6
     16291     33343     33356     33297     33298         6
     16292     33370     33343     33298     33299         6
     16294     33356     33353     33296     33297         6
     16302     33367     33369     33301     33302         6
     16304     33369     33373     33300     33301         6
     16318     35490     29240     29260     29273         6
     16320     35492     35490     29273     35475         6
     16322     28813     35492     35475     28712         6
     16380     28783     29182     35109     35110         6
     16401     35104     35067     35021     35091         6
     16409     29208     29210     35482     35481         6
     16414     29210     35002     34987     35482         6
     16416     35002     35005     34986     34987         6
     16418     35005     35075     35068     34986         6
     16438     36588     36523     36543     36556         6
     16440     36590     36588     36556     36573         6
     16442     33931     36590     36573     33828         6
     16500     35639     35644     35622     35623         6
     16521     35617     35580     35534     35604         6
     16529     35670     35672     36580     36579         6
     16534     35672     35515     35500     36580         6
     16536     35515     35518     35499     35500         6
     16538     35518     35588     35581     35499         6
     16558     37269     37204     37224     37237         6
     16560     37271     37269     37237     37254         6
     16562     33715     37271     37254     29058         6
     16620     37142     37147     37125     37126         6
     16641     37120     36684     36638     36732         6
     16649     37173     37175     37261     37260         6
     16654     37175     36619     36604     37261         6
     16656     36619     36622     36603     36604         6
     16658     36622     36692     36685     36603         6
     16671     37576     37506     37513     37595         6
     16673     37579     37576     37595     37594         6
     16675     37417     37579     37594     37321         6
     16680     37422     37417     37321     37322         6
     16688     37477     37514     37560     37490         6
     16709     37455     37450     37472     37471         6
     16767     37309     37310     37328     37329         6
     16769     37310     37313     37354     37328         6
     16771     37313     37387     37367     37354         6
     16791     38113     38043     38050     38132         6
     16793     38116     38113     38132     38131         6
     16795     37954     38116     38131     37623         6
     16800     37959     37954     37623     37624         6
     16808     38014     38051     38097     38027         6
     16829     37992     37987     38009     38008         6
     16887     37611     37612     37630     37631         6
     16889     37612     37615     37656     37630         6
     16891     37615     37689     37669     37656         6
     16911     38499     38429     38436     38518         6
     16913     38502     38499     38518     38517         6
     16915     40789     38502     38517     38154         6
     16920     40794     40789     38154     38155         6
     16928     38400     38437     38483     38413         6
     16949     41186     40822     38395     38394         6
     17007     38142     38143     38161     38162         6
     17009     38143     38146     40727     38161         6
     17011     38146     40760     40740     40727         6
     17025     40143     40139     40206     40205         6
     17027     40145     40143     40205     40204         6
     17035     40156     40159     40210     40209         6
     17037     40142     40169     40208     40207         6
     17038     40169     40156     40209     40208         6
     17066     39989     39991     40111     40103         6
     17068     39991     39993     40110     40111         6
     17070     39993     40027     40053     40110         6
     17119     39898     39901     39958     39957         6
     17121     39902     39898     39957     39956         6
     17123     39904     39902     39956     39955         6
     17131     39915     39918     39961     39960         6
     17133     39901     39920     39959     39958         6
     17134     39920     39915     39960     39959         6
     17162     39681     39683     39871     39863         6
     17164     39683     39690     39870     39871         6
     17166     39690     39785     39813     39870         6
     17249     39156     39157     39187     39188         6
     17258     39053     39058     38977     38969         6
     17260     39058     39060     38976     38977         6
     17262     39060     38912     38929     38976         6
     17312     39092     39110     39076     39192         6
     17335     39584     39587     39644     39643         6
     17337     39588     39584     39643     39642         6
     17339     39590     39588     39642     39641         6
     17347     39601     39604     39647     39646         6
     17349     39587     39606     39645     39644         6
     17350     39606     39601     39646     39645         6
     17378     39094     39445     39557     39112         6
     17380     39445     39447     39556     39557         6
     17382     39447     39478     39504     39556         6
     17431     39354     39357     39414     39413         6
     17433     39358     39354     39413     39412         6
     17435     39360     39358     39412     39411         6
     17443     39371     39374     39417     39416         6
     17445     39357     39376     39415     39414         6
     17446     39376     39371     39416     39415         6
     17474     39211     39213     39327     39319         6
     17476     39213     39215     39326     39327         6
     17478     39215     39248     39274     39326         6
     17527     40139     40142     40207     40206         6
     17529     41647     41643     41702     41701         6
     17531     41649     41647     41701     41700         6
     17539     41660     41663     41706     41705         6
     17541     41646     41665     41704     41703         6
     17542     41665     41660     41705     41704         6
     17570     41494     41496     41616     41608         6
     17572     41496     41498     41615     41616         6
     17574     41498     41532     41558     41615         6
     17623     41403     41406     41463     41462         6
     17625     41407     41403     41462     41461         6
     17627     41409     41407     41461     41460         6
     17635     41420     41423     41466     41465         6
     17637     41406     41425     41464     41463         6
     17638     41425     41420     41465     41464         6
     17666     41254     41256     41376     41368         6
     17668     41256     41258     41375     41376         6
     17670     41258     41292     41318     41375         6
     17753     40506     40507     40537     40538         6
     17762     40388     40393     40312     40304         6
     17764     40393     40395     40311     40312         6
     17766     40395     40247     40264     40311         6
     17816     40442     40460     40426     40542         6
     17839     41159     41162     41223     41222         6
     17841     41163     41159     41222     41221         6
     17843     41165     41163     41221     41220         6
     17871     38281     38284     38341     38340         6
     17879     42232     42162     42169     42251         6
     17881     42235     42232     42251     42250         6
     17883     42073     42235     42250     41977         6
     17888     42078     42073     41977     41978         6
     17903     42769     42699     42706     42788         6
     17905     42772     42769     42788     42787         6
     17907     42610     42772     42787     42279         6
     17912     42615     42610     42279     42280         6
     17920     42670     42707     42753     42683         6
     17941     42648     42643     42665     42664         6
     17999     42267     42268     42286     42287         6
     18001     42268     42271     42312     42286         6
     18003     42271     42345     42325     42312         6
     18023     43155     43085     43092     43174         6
     18025     43158     43155     43174     43173         6
     18027     45594     43158     43173     42810         6
     18032     45596     45594     42810     42811         6
     18040     43056     43093     43139     43069         6
     18061     45986     45622     43051     43050         6
     18119     42798     42799     42817     42818         6
     18121     42799     42802     45383     42817         6
     18123     42802     45416     45396     45383         6
     18137     44799     44795     44862     44861         6
     18139     44801     44799     44861     44860         6
     18147     44812     44815     44866     44865         6
     18149     44798     44825     44864     44863         6
     18150     44825     44812     44865     44864         6
     18178     44645     44647     44767     44759         6
     18180     44647     44649     44766     44767         6
     18182     44649     44683     44709     44766         6
     18231     44554     44557     44614     44613         6
     18233     44558     44554     44613     44612         6
     18235     44560     44558     44612     44611         6
     18243     44571     44574     44617     44616         6
     18245     44557     44576     44615     44614         6
     18246     44576     44571     44616     44615         6
     18274     44337     44339     44527     44519         6
     18276     44339     44346     44526     44527         6
     18278     44346     44441     44469     44526         6
     18361     43812     43813     43843     43844         6
     18370     43709     43714     43633     43625         6
     18372     43714     43716     43632     43633         6
     18374     43716     43568     43585     43632         6
     18424     43748     43766     43732     43848         6
     18447     44240     44243     44300     44299         6
     18449     44244     44240     44299     44298         6
     18451     44246     44244     44298     44297         6
     18459     44257     44260     44303     44302         6
     18461     44243     44262     44301     44300         6
     18462     44262     44257     44302     44301         6
     18490     43750     44101     44213     43768         6
     18492     44101     44103     44212     44213         6
     18494     44103     44134     44160     44212         6
     18543     44010     44013     44070     44069         6
     18545     44014     44010     44069     44068         6
     18547     44016     44014     44068     44067         6
     18556     42133     42170     42216     42146         6
     18577     42111     42106     42128     42127         6
     18603     44027     44030     44073     44072         6
     18605     44013     44032     44071     44070         6
     18606     44032     44027     44072     44071         6
     18634     43867     43869     43983     43975         6
     18636     43869     43871     43982     43983         6
     18638     43871     43904     43930     43982         6
     18687     44795     44798     44863     44862         6
     18689     46447     46443     46502     46501         6
     18691     46449     46447     46501     46500         6
     18699     46460     46463     46506     46505         6
     18701     46446     46465     46504     46503         6
     18702     46465     46460     46505     46504         6
     18730     46294     46296     46416     46408         6
     18732     46296     46298     46415     46416         6
     18734     46298     46332     46358     46415         6
     18783     46203     46206     46263     46262         6
     18785     46207     46203     46262     46261         6
     18787     46209     46207     46261     46260         6
     18795     46220     46223     46266     46265         6
     18797     46206     46225     46264     46263         6
     18798     46225     46220     46265     46264         6
     18826     46054     46056     46176     46168         6
     18828     46056     46058     46175     46176         6
     18830     46058     46092     46118     46175         6
     18913     45162     45163     45193     45194         6
     18922     45044     45049     44968     44960         6
     18924     45049     45051     44967     44968         6
     18926     45051     44903     44920     44967         6
     18976     45098     45116     45082     45198         6
     18999     45959     45962     46023     46022         6
     19001     45963     45959     46022     46021         6
     19003     45965     45963     46021     46020         6
     19011     45976     45979     46026     46025         6
     19013     45962     45981     46024     46023         6
     19014     45981     45976     46025     46024         6
     19042     45100     45820     45932     45118         6
     19044     45820     45822     45931     45932         6
     19046     45822     45853     45879     45931         6
     19095     45366     45369     45765     45764         6
     19097     45625     45366     45764     45763         6
     19099     45627     45625     45763     45762         6
     19107     45638     45641     45789     45788         6
     19109     45369     45643     45787     45765         6
     19110     45643     45638     45788     45787         6
     19138     45217     45219     45331     45323         6
     19140     45219     45221     45330     45331         6
     19142     45221     45252     45278     45330         6
     19191     46443     46446     46503     46502         6
     19193     42941     42937     42996     42995         6
     19195     42943     42941     42995     42994         6
     19203     42954     42957     43000     42999         6
     19205     42940     42959     42998     42997         6
     19206     42959     42954     42999     42998         6
     19234     42553     42555     42905     42897         6
     19236     42555     42557     42904     42905         6
     19238     42557     42591     42847     42904         6
     19295     41965     41966     41984     41985         6
     19297     41966     41969     42010     41984         6
     19299     41969     42043     42023     42010         6
     19335     42456     42459     42522     42521         6
     19337     42460     42456     42521     42520         6
     19339     42462     42460     42520     42519         6
     19347     42473     42476     42525     42524         6
     19349     42459     42478     42523     42522         6
     19350     42478     42473     42524     42523         6
     19378     42454     45738     42420     42412         6
     19380     45738     45740     42419     42420         6
     19382     45740     45775     42362     42419         6
     19433     41176     41179     41226     41225         6
     19435     41162     41181     41224     41223         6
     19436     41181     41176     41225     41224         6
     19464     40444     41020     41132     40462         6
     19466     41020     41022     41131     41132         6
     19468     41022     41053     41079     41131         6
     19517     40710     40713     40965     40964         6
     19519     40825     40710     40964     40963         6
     19521     40827     40825     40963     40962         6
     19529     40838     40841     40989     40988         6
     19531     40713     40843     40987     40965         6
     19532     40843     40838     40988     40987         6
     19560     40561     40563     40675     40667         6
     19562     40563     40565     40674     40675         6
     19564     40565     40596     40622     40674         6
     19613     41643     41646     41703     41702         6
     19615     38285     38281     38340     38339         6
