X,Y,Emacro_0_matrix,Emacro_90_matrix,NUmacro_strain90load0_matrix,NUmacro_strain0load90_matrix,NUmacro_strain90load90_matrix
0,1.1,0.611513935436628,0.440625778866407,0.464568569286277,0.334744436416579,0.607091764685433
3.25948275862069,1.1,0.589697026843821,0.413264985144002,0.465816280171612,0.32644824264298,0.618624679366696
6.51896551724138,1.1,0.567884308516398,0.387392195761197,0.467064453184837,0.318616171230327,0.62954415857915
9.77844827586207,1.1,0.546076393948914,0.362889118365753,0.468313058026684,0.311212340671829,0.639897975743737
13.0379310344828,1.1,0.524273984262773,0.339649733695685,0.469562059988094,0.304204735340476,0.649728802156774
16.2974137931034,1.1,0.502477884386995,0.317578754706917,0.470811419136805,0.29756474630455,0.65907482092501
19.5568965517241,1.1,0.480689022961819,0.29659031451123,0.472061089317014,0.291266786344251,0.667970243614748
22.8163793103448,1.1,0.458908477004348,0.276606845080671,0.473311016910051,0.285287968494364,0.676445744099321
26.0758620689655,1.1,0.437137502720614,0.257558115940822,0.474561139286674,0.27960784003363,0.684528820756224
29.3353448275862,1.1,0.415377574328458,0.23938040789524,0.475811382857576,0.274208166133636,0.692244095278792
32.5948275862069,1.1,0.393630433431081,0.222015801543831,0.47706166059495,0.269072759541503,0.699613553718664
35.8543103448276,1.1,0.371898152445229,0.205411564254763,0.478311868849719,0.264187354887465,0.706656732748665
39.1137931034483,1.1,0.350183216984053,0.189519622552104,0.479561883219392,0.259539528709778,0.713390851276359
42.373275862069,1.1,0.328488634149503,0.174296109797356,0.480811553118762,0.255118669390807,0.719830884105409
45.6327586206896,1.1,0.306818076766901,0.159700981783246,0.482060694552353,0.250916005374782,0.725989569831674
48.8922413793103,1.1,0.285176078294146,0.145697695672064,0.483309080353116,0.246924706048455,0.73187733877786
52.151724137931,1.1,0.263568300468728,0.132252950941547,0.484556426786827,0.243140078781412,0.737502137189219
55.4112068965517,1.1,0.242001907462352,0.11933649518191,0.485802374839534,0.239559900053339,0.742869108834021
58.6706896551724,1.1,0.22048609950404,0.106921003626082,0.487046463551639,0.236184942327944,0.747980070434486
61.9301724137931,1.1,0.199032891331311,0.094982050842409,0.488288091154944,0.233019798836262,0.752832675241846
65.1896551724138,1.1,0.177658277371972,0.0834982092471455,0.489526456968282,0.230074180277963,0.75741908443904
68.4491379310345,1.1,0.156384028043201,0.0724513384212034,0.490760471940649,0.227364990410012,0.761723828013315
71.7086206896552,1.1,0.135240555571785,0.0618271853561226,0.491988616161488,0.224919745677713,0.765720268779149
74.9681034482759,1.1,0.114271674136843,0.0516165298635633,0.49320870265414,0.22278243424552,0.769364533097265
78.2275862068965,1.1,0.0935428961194535,0.0418173574718774,0.494417466734371,0.221024073494252,0.772584564693098
81.4870689655172,1.1,0.0731567623322893,0.0324391261966462,0.495609809693411,0.219762994539253,0.775259086018891
84.7465517241379,1.1,0.0532833095839757,0.023511709890183,0.496777302416621,0.219207175861312,0.777173691365858
88.0060344827586,1.1,0.0342265511337265,0.0151060610263218,0.497904941613218,0.219752858064188,0.777918598852053
91.2655172413793,1.1,0.0165888274553665,0.00738914079766106,0.498963215395928,0.222252564946745,0.776610944414275
94.525,1.1,0.00175584789754488,0.000804153560864559,0.499885170396672,0.228940354321093,0.770937531587684
0,1.15172413793103,0.920831781898648,0.7723347923765,0.449032813249139,0.376619998797109,0.531285514147528
3.25948275862069,1.15172413793103,0.888168752554303,0.724114450752031,0.450789199989251,0.367523596181916,0.545130847908982
6.51896551724138,1.15172413793103,0.855507156397602,0.678563919406638,0.452548134384574,0.358948295746857,0.558262175579867
9.77844827586207,1.15172413793103,0.822847773988805,0.635465744687764,0.454309588327405,0.350852478418679,0.570737056549863
13.0379310344828,1.15172413793103,0.790191499796358,0.594625557138833,0.456073528709229,0.343199055133963,0.582606822863674
16.2974137931034,1.15172413793103,0.757539363349149,0.555869106269878,0.457839916491851,0.335954905458428,0.593917357435173
19.5568965517241,1.15172413793103,0.724892555281901,0.519039745124038,0.459608705564522,0.329090406095049,0.604709749205532
22.8163793103448,1.15172413793103,0.692252459647216,0.483996288132615,0.461379841327278,0.322579035306596,0.615020844785093
26.0758620689655,1.15172413793103,0.659620694326857,0.450611180633267,0.463153258920732,0.316397042438756,0.624883711850313
29.3353448275862,1.15172413793103,0.626999162013998,0.418768930266876,0.464928880995037,0.310523174415535,0.634328025990248
32.5948275862069,1.15172413793103,0.594390115139588,0.38836476000375,0.466706614871659,0.304938453483919,0.64338038956023
35.8543103448276,1.15172413793103,0.561796239404819,0.359303450354929,0.468486348896112,0.299626002802881,0.65206458816376
39.1137931034483,1.15172413793103,0.529220762452435,0.331498344869905,0.470267947699238,0.294570918920959,0.660401787387232
42.373275862069,1.15172413793103,0.49666759696937,0.304870498721547,0.472051245966067,0.28976019305056,0.668410669030616
45.6327586206896,1.15172413793103,0.464141531657756,0.279347955438411,0.473836040133713,0.285182686737,0.676107501851212
48.8922413793103,1.15172413793103,0.431648489858318,0.254865142126449,0.475622077168478,0.280829172681248,0.683506136057424
52.151724137931,1.15172413793103,0.399195885541407,0.231362379442847,0.477409039149192,0.276692459180228,0.690617902284731
55.4112068965517,1.15172413793103,0.366793122296383,0.208785510083608,0.479196521707829,0.272767628762178,0.697451382531593
58.6706896551724,1.15172413793103,0.334452307143464,0.187085660204165,0.480984003270587,0.269052441491817,0.704011998872061
61.9301724137931,1.15172413793103,0.302189295408752,0.166219164865822,0.482770800172135,0.265547987454928,0.710301328820676
65.1896551724138,1.15172413793103,0.270025260810209,0.146147716760422,0.484555999452528,0.262259733589613,0.716315990511982
68.4491379310345,1.15172413793103,0.237989126923796,0.126838848153122,0.486338355235546,0.259199223040608,0.72204581859927
71.7086206896552,1.15172413793103,0.20612146686304,0.108266952744655,0.488116123409332,0.256386906571827,0.727470812599966
74.9681034482759,1.15172413793103,0.174481021275311,0.0904152503671747,0.489886787110377,0.253857045221359,0.732555843415942
78.2275862068965,1.15172413793103,0.143156144153998,0.0732795229998981,0.4916465786774,0.251666646813675,0.737241001091714
81.4870689655172,1.15172413793103,0.112286149843838,0.0568754497084183,0.493389597903914,0.249912881519829,0.74142279729094
84.7465517241379,1.15172413793103,0.0821042376757321,0.0412539528731551,0.495106066272377,0.248770135420805,0.744914235161292
88.0060344827586,1.15172413793103,0.0530325965232936,0.0265365347393528,0.49677854834351,0.248578837736005,0.747349342975602
91.2655172413793,1.15172413793103,0.025922491040341,0.0130086997250966,0.498372786911892,0.250098724154524,0.747912193116409
94.525,1.15172413793103,0.00278483181525015,0.00142342501110548,0.499812168420893,0.255471492924342,0.7443153877138
0,1.20344827586207,1.24243165969522,1.0844073946611,0.435392191668518,0.380014875296133,0.500251710934628
3.25948275862069,1.20344827586207,1.19846428034132,1.01584100462086,0.43757398273052,0.370895988728446,0.515178714843705
6.51896551724138,1.20344827586207,1.1544935817783,0.951201310238988,0.439761640519872,0.362324966771167,0.529345849558927
9.77844827586207,1.20344827586207,1.11052055789702,0.89015569254264,0.441955150088034,0.354256289901013,0.542817322540609
13.0379310344828,1.20344827586207,1.06654635292289,0.832408170696946,0.444154490666811,0.346649562927643,0.555650154149008
16.2974137931034,1.20344827586207,1.02257228939221,0.777694519234709,0.446359634567201,0.339468852238157,0.567895113297494
19.5568965517241,1.20344827586207,0.978599902603497,0.725778151891695,0.44857054582497,0.332682131763715,0.579597501061919
22.8163793103448,1.20344827586207,0.934630983362563,0.676446636832725,0.450787178522359,0.326260819796162,0.590797807627916
26.0758620689655,1.20344827586207,0.890667631447703,0.629508735158926,0.453009474691905,0.320179392805357,0.601532262385843
29.3353448275862,1.20344827586207,0.846712323068275,0.584791875925571,0.455237361675877,0.314415065746453,0.611833292408269
32.5948275862069,1.20344827586207,0.802767996784323,0.542139997889961,0.45747074876909,0.308947531249214,0.621729900633776
35.8543103448276,1.20344827586207,0.758838164062823,0.501411701937261,0.459709522907614,0.303758752780376,0.631247971533117
39.1137931034483,1.20344827586207,0.714927053125692,0.46247866946363,0.461953543071628,0.298832809612836,0.640410508540895
42.373275862069,1.20344827586207,0.671039798403285,0.425224311660322,0.46420263293195,0.294155794528254,0.649237803731454
45.6327586206896,1.20344827586207,0.627182693402697,0.389542623319107,0.466456571062349,0.289715769053269,0.65774753560153
