107.5	107.5
122.34	122.34
83.43	83.43
101.27	101.27
48.217	48.217
160.3	160.3
67.356	67.356
106.53	106.53
13.15	13.15
109.76	109.76
30.192	30.192
81.085	81.085
45.466	45.466
4.5648	4.5648
4.7611	4.7611
29.498	29.498
28.324	28.324
111.3	111.3
69.696	69.696
50.278	50.278
89.6	89.6
74.869	74.869
7.7591	7.7591
24.49	24.49
31.968	31.968
13.228	13.228
47.128	47.128
59.022	59.022
6.4852	6.4852
119.16	119.16
25.483	25.483
13.072	13.072
41.624	41.624
89.824	89.824
12.621	12.621
93.886	93.886
50.633	50.633
5.4846	5.4846
33.977	33.977
91.219	91.219
38.404	38.404
7.7898	7.7898
56.835	56.835
120.14	120.14
33.483	33.483
7.5582	7.5582
41.863	41.863
5.4064	5.4064
3.7123	3.7123
44.715	44.715
59.87	59.87
120.03	120.03
51.907	51.907
7.5815	7.5815
26.156	26.156
98.932	98.932
61.077	61.077
87.64	87.64
91.268	91.268
5.8743	5.8743
4.5146	4.5146
251	251
85.218	85.218
79.614	79.614
23.173	23.173
7.8161	7.8161
15.672	15.672
122.63	122.63
55.698	55.698
10.984	10.984
113.24	113.24
68.985	68.985
6.5553	6.5553
12.695	12.695
61.97	61.97
57.959	57.959
75.771	75.771
43.769	43.769
66.381	66.381
78.687	78.687
8.5254	8.5254
72.09	72.09
60.178	60.178
131.62	131.62
88.331	88.331
73.08	73.08
108.76	108.76
9.7096	9.7096
46.968	46.968
22.005	22.005
9.8143	9.8143
36.69	36.69
92.859	92.859
20.036	20.036
8.4884	8.4884
24.207	24.207
98.198	98.198
48.317	48.317
11.009	11.009
106.14	106.14
22.625	22.625
10.013	10.013
42.24	42.24
62.668	62.668
86.872	86.872
239.58	239.58
7.6731	7.6731
43.005	43.005
55.026	55.026
14.087	14.087
107.7	107.7
7.1845	7.1845
11.169	11.169
7.9202	7.9202
10.465	10.465
14.399	14.399
118.85	118.85
7.77	7.77
86.308	86.308
72.168	72.168
49.808	49.808
63.533	63.533
36.009	36.009
91.485	91.485
85.874	85.874
49.852	49.852
78.317	78.317
65.994	65.994
19.725	19.725
34.721	34.721
73.754	73.754
89.858	89.858
34.585	34.585
40.542	40.542
70.759	70.759
18.982	18.982
62.287	62.287
79.524	79.524
56.769	56.769
85.095	85.095
94.624	94.624
22.948	22.948
67.7	67.7
100.77	100.77
44.039	44.039
65.277	65.277
83.822	83.822
72.943	72.943
81.574	81.574
31.512	31.512
84.758	84.758
98.9	98.9
80.604	80.604
57.398	57.398
18.365	18.365
101.72	101.72
85.548	85.548
58.371	58.371
164.32	164.32
51.223	51.223
91.389	91.389
113.87	113.87
9.7117	9.7117
84.503	84.503
266	266
25.754	25.754
134.48	134.48
59.297	59.297
16.407	16.407
58.53	58.53
95.755	95.755
49.714	49.714
8.597	8.597
49.199	49.199
11.492	11.492
153.29	153.29
14.624	14.624
84.006	84.006
113.95	113.95
45.488	45.488
52.841	52.841
15.163	15.163
75.909	75.909
86.157	86.157
7.2005	7.2005
171.7	171.7
96.755	96.755
26.676	26.676
7.6054	7.6054
74.928	74.928
9.9988	9.9988
60.462	60.462
90.117	90.117
103.03	103.03
25.846	25.846
75.83	75.83
61.322	61.322
184.21	184.21
121.93	121.93
147.55	147.55
123.67	123.67
123.31	123.31
6.1958	6.1958
144.73	144.73
20.141	20.141
36.366	36.366
57.766	57.766
92.767	92.767
24.496	24.496
168.43	168.43
10.411	10.411
81.017	81.017
59.716	59.716
54.575	54.575
13.838	13.838
70.464	70.464
9.353	9.353
43.366	43.366
12.791	12.791
103.26	103.26
152.98	152.98
65.719	65.719
90.408	90.408
81.605	81.605
85.26	85.26
66.284	66.284
94.148	94.148
49.615	49.615
10.963	10.963
134.3	134.3
7.4693	7.4693
125.43	125.43
26.247	26.247
70.197	70.197
122.47	122.47
137.61	137.61
13.348	13.348
60.85	60.85
126.92	126.92
85.736	85.736
89.578	89.578
48.967	48.967
76.759	76.759
168.37	168.37
11.221	11.221
110.05	110.05
70.466	70.466
86.991	86.991
111.5	111.5
129.19	129.19
9.9482	9.9482
40.35	40.35
123.28	123.28
82.761	82.761
128.35	128.35
137.77	137.77
14.25	14.25
135.11	135.11
62.153	62.153
74.242	74.242
9.1805	9.1805
83.532	83.532
8.2094	8.2094
99.664	99.664
15.036	15.036
56.866	56.866
132.39	132.39
55.252	55.252
96.771	96.771
52.952	52.952
68.352	68.352
81.056	81.056
71.533	71.533
110.57	110.57
81.246	81.246
75.653	75.653
110.74	110.74
63.029	63.029
152.92	152.92
74.574	74.574
91.473	91.473
30.383	30.383
9.4041	9.4041
86.914	86.914
18.108	18.108
54.323	54.323
14.294	14.294
97.762	97.762
18.317	18.317
66.281	66.281
16.293	16.293
66.388	66.388
15.182	15.182
74.459	74.459
19.289	19.289
52.796	52.796
193.12	193.12
55.709	55.709
4.6684	4.6684
46.124	46.124
159.44	159.44
15.376	15.376
119.9	119.9
8.457	8.457
22.825	22.825
20.885	20.885
96.501	96.501
16.96	16.96
157.55	157.55
86.456	86.456
136.86	136.86
