C Cilindar-3
Nnodes, Nelem, nodeOffset, elemOffset (4I6)
   720   340  1441   341
      1441  0 0 0 1 1 1 1 1       2.50000000      -2.64000000      13.98992601 1 1 1
      1442  0 0 0 1 1 1 1 1      -2.50000000      -2.64000000      13.98992601 1 1 1
      1443  0 0 0 1 1 1 1 1      -2.50000000      -3.33999999      14.68992600 1 1 1
      1444  0 0 0 1 1 1 1 1       2.50000000      -3.33999999      14.68992600 1 1 1
      1445  1 1 1 1 1 1 1 1      -2.50000000      -2.64000000      13.68992600 1 1 1
      1446  1 1 1 1 1 1 1 1      -2.50000000      -3.64000000      14.68992600 1 1 1
      1447  0 0 0 1 1 1 1 1       2.50000000      -3.64000000      14.68992600 1 1 1
      1448  0 0 0 1 1 1 1 1       2.50000000      -2.64000000      13.68992600 1 1 1
      1449  0 0 0 1 1 1 1 1       2.50000000      -2.64000000      15.38992599 1 1 1
      1450  0 0 0 1 1 1 1 1      -2.50000000      -2.64000000      15.38992599 1 1 1
      1451  0 0 0 1 1 1 1 1      -2.50000000      -1.94000001      14.68992600 1 1 1
      1452  0 0 0 1 1 1 1 1       2.50000000      -1.94000001      14.68992600 1 1 1
      1453  1 1 1 1 1 1 1 1      -2.50000000      -2.64000000      15.68992600 1 1 1
      1454  1 1 1 1 1 1 1 1      -2.50000000      -1.64000000      14.68992600 1 1 1
      1455  0 0 0 1 1 1 1 1       2.50000000      -1.64000000      14.68992600 1 1 1
      1456  0 0 0 1 1 1 1 1       2.50000000      -2.64000000      15.68992600 1 1 1
      1457  0 0 0 1 1 1 1 1       2.20588255      -2.64000000      13.98992601 1 1 1
      1458  0 0 0 1 1 1 1 1       1.91176462      -2.64000000      13.98992601 1 1 1
      1459  0 0 0 1 1 1 1 1       1.61764717      -2.64000000      13.98992601 1 1 1
      1460  0 0 0 1 1 1 1 1       1.32352948      -2.64000000      13.98992601 1 1 1
      1461  0 0 0 1 1 1 1 1       1.02941179      -2.64000000      13.98992601 1 1 1
      1462  0 0 0 1 1 1 1 1       0.73529410      -2.64000000      13.98992601 1 1 1
      1463  0 0 0 1 1 1 1 1       0.44117641      -2.64000000      13.98992601 1 1 1
      1464  0 0 0 1 1 1 1 1       0.14705873      -2.64000000      13.98992601 1 1 1
      1465  0 0 0 1 1 1 1 1      -0.14705873      -2.64000000      13.98992601 1 1 1
      1466  0 0 0 1 1 1 1 1      -0.44117641      -2.64000000      13.98992601 1 1 1
      1467  0 0 0 1 1 1 1 1      -0.73529410      -2.64000000      13.98992601 1 1 1
      1468  0 0 0 1 1 1 1 1      -1.02941179      -2.64000000      13.98992601 1 1 1
      1469  0 0 0 1 1 1 1 1      -1.32352936      -2.64000000      13.98992601 1 1 1
      1470  0 0 0 1 1 1 1 1      -1.61764705      -2.64000000      13.98992601 1 1 1
      1471  0 0 0 1 1 1 1 1      -1.91176468      -2.64000000      13.98992601 1 1 1
      1472  0 0 0 1 1 1 1 1      -2.20588234      -2.64000000      13.98992601 1 1 1
      1473  0 0 0 1 1 1 1 1      -2.50000000      -2.85631190      14.02418646 1 1 1
      1474  0 0 0 1 1 1 1 1      -2.50000000      -3.05144967      14.12361410 1 1 1
      1475  0 0 0 1 1 1 1 1      -2.50000000      -3.20631190      14.27847633 1 1 1
      1476  0 0 0 1 1 1 1 1      -2.50000000      -3.30573954      14.47361410 1 1 1
      1477  0 0 0 1 1 1 1 1      -2.20588234      -3.33999999      14.68992600 1 1 1
      1478  0 0 0 1 1 1 1 1      -1.91176468      -3.33999999      14.68992600 1 1 1
      1479  0 0 0 1 1 1 1 1      -1.61764705      -3.33999999      14.68992600 1 1 1
      1480  0 0 0 1 1 1 1 1      -1.32352936      -3.33999999      14.68992600 1 1 1
      1481  0 0 0 1 1 1 1 1      -1.02941179      -3.33999999      14.68992600 1 1 1
      1482  0 0 0 1 1 1 1 1      -0.73529410      -3.33999999      14.68992600 1 1 1
      1483  0 0 0 1 1 1 1 1      -0.44117641      -3.33999999      14.68992600 1 1 1
      1484  0 0 0 1 1 1 1 1      -0.14705873      -3.33999999      14.68992600 1 1 1
      1485  0 0 0 1 1 1 1 1       0.14705873      -3.33999999      14.68992600 1 1 1
      1486  0 0 0 1 1 1 1 1       0.44117641      -3.33999999      14.68992600 1 1 1
      1487  0 0 0 1 1 1 1 1       0.73529410      -3.33999999      14.68992600 1 1 1
      1488  0 0 0 1 1 1 1 1       1.02941179      -3.33999999      14.68992600 1 1 1
      1489  0 0 0 1 1 1 1 1       1.32352948      -3.33999999      14.68992600 1 1 1
      1490  0 0 0 1 1 1 1 1       1.61764717      -3.33999999      14.68992600 1 1 1
      1491  0 0 0 1 1 1 1 1       1.91176462      -3.33999999      14.68992600 1 1 1
      1492  0 0 0 1 1 1 1 1       2.20588255      -3.33999999      14.68992600 1 1 1
      1493  0 0 0 1 1 1 1 1       2.50000000      -3.30573954      14.47361410 1 1 1
